TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
1,4174,255.88,2024-01-01 00:00:00,ATM Withdrawal,Morgan Ltd,Wileybury,Amex,0
2,4507,369.14,2024-01-01 00:01:00,Online,Charles-Fleming,Adamstown,MasterCard,0
3,1860,2017.35,2024-01-01 00:02:00,ATM Withdrawal,Cruz Ltd,Lake Brandy,Visa,0
4,2294,1479.98,2024-01-01 00:03:00,ATM Withdrawal,Stevens-Carpenter,Theresamouth,MasterCard,0
5,2130,1165.76,2024-01-01 00:04:00,Online,Morales-Mckenzie,Amandaville,Discover,0
6,2095,1408.62,2024-01-01 00:05:00,ATM Withdrawal,"Mendoza, Moon and Torres",Dustinchester,Discover,0
7,4772,4018.4,2024-01-01 00:06:00,Online,Arnold-Henry,West Matthewton,MasterCard,0
8,4092,4646.49,2024-01-01 00:07:00,POS,"Davenport, Garcia and Hernandez",Zavalamouth,Discover,0
9,2638,2028.49,2024-01-01 00:08:00,POS,Wood Inc,South Patrick,Discover,0
10,3169,4531.02,2024-01-01 00:09:00,POS,"Martinez, Adams and Patton",East Matthewfort,Visa,0
11,1466,1610.87,2024-01-01 00:10:00,ATM Withdrawal,Johnson PLC,Lake Kimberlyborough,MasterCard,0
12,2238,2384.8,2024-01-01 00:11:00,POS,"Scott, Wilson and Davis",Michaelfort,Visa,0
13,1330,1134.01,2024-01-01 00:12:00,Online,Jimenez PLC,Baileytown,MasterCard,0
14,2482,3204.18,2024-01-01 00:13:00,POS,Jones PLC,West Eric,Visa,0
15,3135,4895.01,2024-01-01 00:14:00,POS,Woods-Crane,Danielland,Amex,0
16,4444,3019.45,2024-01-01 00:15:00,ATM Withdrawal,Blake Inc,Johntown,Amex,0
17,4171,1792.28,2024-01-01 00:16:00,Online,"Wolfe, Ponce and Good",New Heather,MasterCard,0
18,3919,3240.85,2024-01-01 00:17:00,ATM Withdrawal,Myers-Walker,Port Jacquelineside,Amex,0
19,4735,618.99,2024-01-01 00:18:00,ATM Withdrawal,Lucas Inc,South Michaela,Visa,0
20,1130,4443.85,2024-01-01 00:19:00,Online,Guerrero-Perez,East Jessicaside,MasterCard,0
21,2685,2517.9,2024-01-01 00:20:00,ATM Withdrawal,"Perez, Stewart and Johnson",Ashleystad,Amex,0
22,4380,2249.5,2024-01-01 00:21:00,Online,Williamson PLC,Brentberg,Amex,0
23,1769,2931.39,2024-01-01 00:22:00,POS,"Sanchez, Clayton and Jackson",New Emilychester,MasterCard,0
24,3391,3125.8,2024-01-01 00:23:00,Online,"Martinez, Martinez and Johnston",East Annefort,Amex,1
25,2515,363.52,2024-01-01 00:24:00,Online,Smith-Nichols,New Donna,Amex,0
26,4485,3414.67,2024-01-01 00:25:00,Online,"Chandler, Villa and Cross",Robertsonbury,MasterCard,0
27,3853,1213.45,2024-01-01 00:26:00,ATM Withdrawal,Elliott LLC,New Crystal,Amex,0
28,3433,3571.19,2024-01-01 00:27:00,Online,Gilmore and Sons,Kimshire,Amex,0
29,2215,4113.56,2024-01-01 00:28:00,Online,Green-Glover,West Johnton,Amex,0
30,1955,4020.77,2024-01-01 00:29:00,Online,"Pena, Sloan and Wagner",Austinstad,Amex,0
31,3324,2764.74,2024-01-01 00:30:00,POS,Roth-Mcgee,Byrdfort,Discover,0
32,2184,2603.25,2024-01-01 00:31:00,Online,"Le, White and Collins",South Emma,MasterCard,0
33,1459,718.67,2024-01-01 00:32:00,ATM Withdrawal,"Cunningham, Ferguson and Johnson",Oneilltown,Discover,0
34,4385,3877.85,2024-01-01 00:33:00,Online,"Hudson, Price and Harper",Kathleenview,Discover,0
35,1021,1360.69,2024-01-01 00:34:00,Online,Rogers-Villegas,Oliverfurt,Visa,0
36,3300,2485.99,2024-01-01 00:35:00,POS,Washington-Riley,Jacksonton,Discover,0
37,1747,1424.95,2024-01-01 00:36:00,Online,Morrison and Sons,Williamsville,Discover,0
38,3904,673.47,2024-01-01 00:37:00,ATM Withdrawal,Lee PLC,Higginsmouth,Visa,0
39,4632,3149.64,2024-01-01 00:38:00,Online,"Fleming, Gibson and Jackson",Thomasbury,Amex,0
40,1474,276.39,2024-01-01 00:39:00,ATM Withdrawal,Powers Ltd,West Hollymouth,Amex,0
41,2082,3744.48,2024-01-01 00:40:00,POS,"Davis, Rojas and Davis",Erinburgh,Discover,0
42,3558,1591.35,2024-01-01 00:41:00,Online,,Salasberg,Visa,0
43,4753,5.67,2024-01-01 00:42:00,POS,Lee-Foster,Davidmouth,Amex,0
44,3047,2558.09,2024-01-01 00:43:00,Online,Roberts-Barnes,North Erica,Visa,0
45,4547,239.03,2024-01-01 00:44:00,ATM Withdrawal,,Mackenziehaven,MasterCard,0
46,3747,1384.47,2024-01-01 00:45:00,POS,Wilson-Brewer,Walkertown,MasterCard,0
47,1975,3536.35,2024-01-01 00:46:00,Online,Hurst-Woods,West Vanessa,MasterCard,0
48,2806,,2024-01-01 00:47:00,ATM Withdrawal,Bender-Monroe,Mooreland,MasterCard,0
49,1189,4197.5,2024-01-01 00:48:00,POS,Lindsey Ltd,Garciaside,Discover,0
50,4005,24.08,2024-01-01 00:49:00,Online,Davis LLC,Andrewside,MasterCard,0
51,3734,1237.89,2024-01-01 00:50:00,POS,,Port James,MasterCard,1
52,4005,3705.82,2024-01-01 00:51:00,Online,Lopez-Delgado,Port Melanie,Visa,0
53,1562,1584.77,2024-01-01 00:52:00,ATM Withdrawal,"Ashley, Wells and Davis",East Christinaberg,Amex,0
54,2899,513.95,2024-01-01 00:53:00,ATM Withdrawal,Hernandez PLC,Francishaven,Visa,0
55,4638,1804.37,2024-01-01 00:54:00,POS,Miller PLC,Melissaton,Discover,0
56,2267,1355.61,2024-01-01 00:55:00,POS,Rosario Group,Charlesmouth,MasterCard,0
57,3879,4214.35,2024-01-01 00:56:00,Online,Donaldson-Martin,Brianmouth,Amex,0
58,2528,1570.17,2024-01-01 00:57:00,ATM Withdrawal,Bennett PLC,Port Rhondaton,Amex,0
59,4202,3945.72,2024-01-01 00:58:00,Online,Cole PLC,Reneeport,MasterCard,0
60,4556,4459.9,2024-01-01 00:59:00,ATM Withdrawal,Miles-Black,Gallagherport,MasterCard,0
61,4890,2171.92,2024-01-01 01:00:00,POS,Pena and Sons,Carrollfort,Discover,0
62,1646,4550.17,2024-01-01 01:01:00,Online,Newton-Grant,Jonathanville,Discover,0
63,3068,1889.7,2024-01-01 01:02:00,Online,Edwards-Douglas,West Thomas,MasterCard,0
64,3888,4820.57,2024-01-01 01:03:00,ATM Withdrawal,Perry-Carpenter,Griffithshire,MasterCard,0
65,3214,451.0,2024-01-01 01:04:00,,"Barton, Johnson and Raymond",Keithtown,MasterCard,0
66,2297,3436.66,2024-01-01 01:05:00,ATM Withdrawal,"Rodriguez, Ferguson and Curtis",Port Donaldside,MasterCard,0
67,3435,2471.6,2024-01-01 01:06:00,POS,Smith-Reid,New Elizabeth,Amex,0
68,1600,1941.31,2024-01-01 01:07:00,Online,Miller-Horton,Gordonport,Discover,0
69,3363,3165.4,2024-01-01 01:08:00,ATM Withdrawal,Kramer-Reynolds,New Shirleyland,MasterCard,0
