TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
1,4174,1074.35,2024-01-01 00:00:00,,Novak-Wood,North John,Amex,0
2,4507,3128.29,2024-01-01 00:01:00,ATM Withdrawal,Rios Inc,Millerton,Visa,0
3,1860,2567.08,2024-01-01 00:02:00,POS,"Hays, Hall and Reed",Clarkshire,Discover,0
4,2294,2668.04,2024-01-01 00:03:00,Online,Fernandez Ltd,Kennethmouth,Visa,0
5,2130,2393.14,2024-01-01 00:04:00,Online,Donaldson-Perez,Smithport,Discover,0
6,2095,3370.33,2024-01-01 00:05:00,,Porter-Gray,East Anthonyview,Amex,1
7,4772,2861.87,2024-01-01 00:06:00,POS,"Martinez, Wheeler and Williams",Goodmanchester,Discover,0
8,4092,4935.04,2024-01-01 00:07:00,POS,"Hubbard, Park and Bishop",Changhaven,Visa,0
9,2638,4130.19,2024-01-01 00:08:00,ATM Withdrawal,Davidson Ltd,Scottborough,Visa,0
10,3169,1327.17,2024-01-01 00:09:00,Online,"Mcdonald, Love and Briggs",South Brian,Discover,0
11,1466,3630.15,2024-01-01 00:10:00,POS,Myers-Acevedo,East Joshua,MasterCard,0
12,2238,1075.43,2024-01-01 00:11:00,POS,Bond-Anderson,Davidfort,Visa,0
13,1330,3912.82,2024-01-01 00:12:00,ATM Withdrawal,Shelton LLC,South Jeffrey,Visa,0
14,2482,742.05,2024-01-01 00:13:00,Online,"Dennis, Herman and Jenkins",East Kellyside,MasterCard,0
15,3135,2370.4,2024-01-01 00:14:00,POS,Wilson-Steele,New Brendaland,Discover,0
16,4444,3954.08,2024-01-01 00:15:00,Online,Long-Garcia,South Codyview,Visa,0
17,4171,1404.16,2024-01-01 00:16:00,ATM Withdrawal,"Stephens, Guerrero and Hart",East Johnhaven,Visa,0
18,3919,4186.41,2024-01-01 00:17:00,Online,Caldwell-Donaldson,West Timothychester,MasterCard,0
19,4735,3222.53,2024-01-01 00:18:00,POS,Meyer and Sons,Bishopside,Amex,0
20,1130,1990.62,2024-01-01 00:19:00,POS,Schneider-Johnson,Brandonbury,Discover,0
21,2685,2119.97,2024-01-01 00:20:00,Online,Hill Group,Whiteton,Visa,0
22,4380,4630.33,2024-01-01 00:21:00,ATM Withdrawal,Combs LLC,Lake Erik,Amex,0
23,1769,1092.87,2024-01-01 00:22:00,ATM Withdrawal,Robles PLC,South Cassandra,Visa,0
24,3391,3468.35,2024-01-01 00:23:00,ATM Withdrawal,Hughes-Lewis,Janetton,Visa,0
25,2515,,2024-01-01 00:24:00,ATM Withdrawal,,Ballardhaven,Amex,0
26,4485,4612.64,2024-01-01 00:25:00,POS,"Rogers, Browning and Martinez",Jeffreymouth,MasterCard,0
27,3853,3567.26,2024-01-01 00:26:00,Online,"Page, Hernandez and Ayers",Lake Christy,Discover,0
28,3433,2924.41,2024-01-01 00:27:00,POS,Williams and Sons,South Laura,MasterCard,0
29,2215,4513.1,2024-01-01 00:28:00,Online,King-Patterson,Harrisfort,Visa,0
30,1955,4146.51,2024-01-01 00:29:00,Online,"Farley, Davis and Diaz",Reynoldschester,MasterCard,0
31,3324,3585.3,2024-01-01 00:30:00,ATM Withdrawal,Swanson-Baker,Nguyenfurt,Visa,0
32,2184,167.73,2024-01-01 00:31:00,ATM Withdrawal,Bryant-Lopez,North Tiffany,Visa,0
33,1459,1870.73,2024-01-01 00:32:00,Online,Benjamin LLC,Floydberg,Amex,0
34,4385,3161.29,2024-01-01 00:33:00,Online,Bowen-Ellison,Glenville,Amex,0
