TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
1,4174,2956.98,2024-01-01 00:00:00,POS,Mills Inc,Kristineburgh,Discover,0
2,4507,453.05,2024-01-01 00:01:00,Online,Campbell-Lane,Courtneyland,MasterCard,0
3,1860,,2024-01-01 00:02:00,Online,Morrison-Roberts,Carlsonville,Visa,0
4,2294,4973.79,2024-01-01 00:03:00,POS,Bowers-Brown,Hernandezfort,Amex,0
5,2130,,2024-01-01 00:04:00,Online,Molina PLC,Weeksberg,MasterCard,0
6,2095,2780.74,2024-01-01 00:05:00,ATM Withdrawal,Forbes Group,Nealberg,MasterCard,0
7,4772,2426.28,2024-01-01 00:06:00,Online,"Simmons, Taylor and Williams",Montgomeryland,MasterCard,0
8,4092,4175.97,2024-01-01 00:07:00,Online,Kaufman LLC,Maryshire,,0
9,2638,4680.19,2024-01-01 00:08:00,Online,Hernandez-Simpson,Monicaborough,MasterCard,0
10,3169,4946.09,2024-01-01 00:09:00,ATM Withdrawal,Cook-Bean,Lake Catherine,,0
11,1466,1985.71,2024-01-01 00:10:00,ATM Withdrawal,Gonzalez-Greene,New Rebeccaview,Discover,0
12,2238,4954.63,2024-01-01 00:11:00,ATM Withdrawal,Hogan-Brown,Mariahfurt,Visa,0
13,1330,783.85,2024-01-01 00:12:00,Online,Holloway-Lin,Lake Jamestown,Visa,0
14,2482,1271.48,2024-01-01 00:13:00,,"James, Logan and Jordan",Ericaburgh,MasterCard,0
15,3135,449.64,2024-01-01 00:14:00,ATM Withdrawal,Castillo LLC,Kevinstad,Discover,0
16,4444,1362.33,2024-01-01 00:15:00,Online,"Ramos, Thornton and Melton",Danamouth,Amex,0
17,4171,3840.85,2024-01-01 00:16:00,POS,Smith Ltd,Lambertport,,0
18,3919,4265.36,2024-01-01 00:17:00,Online,Lam Inc,West Josephmouth,Visa,0
19,4735,3895.57,2024-01-01 00:18:00,Online,,Sarahfurt,Visa,0
20,1130,3157.17,2024-01-01 00:19:00,Online,Campos LLC,North Teresaside,Discover,0
21,2685,2572.26,2024-01-01 00:20:00,POS,Myers LLC,Vazquezfort,Discover,0
22,4380,3544.98,2024-01-01 00:21:00,Online,Peters-Frank,Lake Daniellefort,Discover,0
23,1769,,2024-01-01 00:22:00,Online,Mitchell-Jones,Luismouth,Amex,0
24,3391,4207.34,2024-01-01 00:23:00,POS,Wright-Patterson,West Stephen,Discover,0
25,2515,3387.56,,Online,"Rodriguez, Wilson and Rhodes",Hudsonmouth,MasterCard,0
26,4485,3490.53,2024-01-01 00:25:00,Online,"Scott, Jones and Potter",Nicholasfort,MasterCard,0
27,3853,2682.0,2024-01-01 00:26:00,Online,Valdez Group,Holmesport,Visa,0
28,3433,4426.72,2024-01-01 00:27:00,POS,,Jennyview,Amex,0
29,2215,1263.81,2024-01-01 00:28:00,Online,"Ramirez, Taylor and Robertson",Masonfort,Amex,0
30,1955,1908.83,2024-01-01 00:29:00,POS,Williams PLC,North Jimfort,Visa,0
31,3324,3889.32,2024-01-01 00:30:00,POS,Marshall and Sons,Ramirezview,MasterCard,0
32,2184,2466.28,2024-01-01 00:31:00,ATM Withdrawal,Hill LLC,Montgomeryland,MasterCard,0
33,1459,,2024-01-01 00:32:00,Online,Davis-Turner,Ramseymouth,Amex,0
34,4385,1735.26,2024-01-01 00:33:00,Online,Kirby-Jackson,Phillipchester,,0
35,1021,1849.8,2024-01-01 00:34:00,ATM Withdrawal,George Group,Erinville,Discover,0
36,3300,4444.24,,ATM Withdrawal,"Wilson, Brooks and Smith",West Shawnville,Amex,0
37,1747,2324.53,2024-01-01 00:36:00,Online,Wilson Ltd,West Martinmouth,Amex,0
38,3904,2583.04,2024-01-01 00:37:00,Online,Rodriguez-Day,Wilkersonberg,Amex,0
39,4632,1667.15,2024-01-01 00:38:00,ATM Withdrawal,Freeman Group,Phillipsside,Amex,0
40,1474,1386.97,2024-01-01 00:39:00,Online,Butler-Mcclure,South Cheyennestad,Amex,0
41,2082,3281.46,2024-01-01 00:40:00,Online,Rodriguez Ltd,Lake John,,0
42,3558,603.6,2024-01-01 00:41:00,Online,Russell-Lane,Port Angelastad,Amex,0
43,4753,4396.97,2024-01-01 00:42:00,ATM Withdrawal,"Baker, Mcmahon and Snyder",Benjaminberg,Amex,0
44,3047,3897.12,2024-01-01 00:43:00,ATM Withdrawal,Miranda Group,Aarontown,Discover,0
45,4547,957.79,2024-01-01 00:44:00,POS,Valdez LLC,Port Amy,Visa,0
46,3747,3471.63,2024-01-01 00:45:00,POS,Anderson-Griffith,Markbury,MasterCard,0
47,1975,3015.15,2024-01-01 00:46:00,Online,"Vasquez, Bowman and Flynn",Ericachester,Visa,0
48,2806,926.75,2024-01-01 00:47:00,Online,Tucker-Moses,West Juliamouth,Visa,0
49,1189,1369.65,2024-01-01 00:48:00,POS,"Bentley, Smith and Bernard",West Samuel,Amex,0
50,4005,2047.89,2024-01-01 00:49:00,POS,"Cantu, Kelly and Brooks",East Matthewfort,Amex,0
51,3734,3497.72,2024-01-01 00:50:00,POS,"Brock, Christian and Wang",Joseville,Amex,0
52,4005,3195.42,2024-01-01 00:51:00,Online,"Jenkins, Thomas and Williams",Murphyhaven,Visa,0
53,1562,2663.51,2024-01-01 00:52:00,Online,Zamora-Davenport,Karenville,Discover,0
54,2899,3843.21,2024-01-01 00:53:00,POS,"Wilson, Blackburn and West",Moralestown,Amex,0
55,4638,3790.9,2024-01-01 00:54:00,ATM Withdrawal,Bailey PLC,North Johnhaven,Amex,0
56,2267,3091.21,2024-01-01 00:55:00,POS,Thomas-Jackson,Jaredtown,,0
57,3879,3936.02,2024-01-01 00:56:00,ATM Withdrawal,Robles-Daniels,Krystalstad,Discover,0
58,2528,1674.65,2024-01-01 00:57:00,ATM Withdrawal,,East Justinfurt,Amex,0
59,4202,4406.84,2024-01-01 00:58:00,Online,Gray-Gray,Lake Jessica,Discover,0
60,4556,3076.48,2024-01-01 00:59:00,ATM Withdrawal,Joyce Inc,Lake Ann,MasterCard,0
61,4890,4112.71,2024-01-01 01:00:00,ATM Withdrawal,Randall Group,Christianton,Visa,0
62,1646,2733.66,2024-01-01 01:01:00,POS,Hood and Sons,South Mariaborough,MasterCard,0
63,3068,1096.1,2024-01-01 01:02:00,POS,Hess-Oliver,South Dominiqueton,Discover,0
64,3888,2714.34,2024-01-01 01:03:00,ATM Withdrawal,Ray Group,Josephberg,Amex,0
65,3214,1858.7,2024-01-01 01:04:00,POS,Carter-Rose,Rachelburgh,Amex,0
66,2297,3489.01,2024-01-01 01:05:00,POS,Ortiz-Jones,Stevenmouth,MasterCard,0
67,3435,2381.59,2024-01-01 01:06:00,POS,Kaiser PLC,Gutierrezland,MasterCard,0
68,1600,4181.38,2024-01-01 01:07:00,POS,Harris Group,East Johntown,Discover,0
69,3363,3391.97,2024-01-01 01:08:00,ATM Withdrawal,Morales PLC,Thomasview,Discover,0
70,3061,3424.3,2024-01-01 01:09:00,ATM Withdrawal,Haynes-Harrington,East Cindy,Discover,0
71,1241,1089.69,,ATM Withdrawal,Duncan and Sons,West Crystal,,0
72,3041,4921.33,2024-01-01 01:11:00,ATM Withdrawal,Winters PLC,Wolfeton,MasterCard,0
73,3824,4209.17,,ATM Withdrawal,Velez-Munoz,North Catherinestad,Discover,0
74,4417,3946.08,2024-01-01 01:13:00,Online,"Austin, Floyd and Romero",Karifurt,MasterCard,0
75,3612,1654.43,2024-01-01 01:14:00,POS,"Martinez, Anderson and Waller",Johnchester,Amex,0
76,3945,2680.48,2024-01-01 01:15:00,Online,Romero-Hunt,Dickersonhaven,Visa,0
77,2363,689.83,2024-01-01 01:16:00,ATM Withdrawal,"Wu, Estrada and Mcdonald",New Julie,Discover,0
78,3139,2694.69,2024-01-01 01:17:00,POS,Alvarez Ltd,New Huntertown,Visa,0
79,2390,733.72,2024-01-01 01:18:00,ATM Withdrawal,"Singh, Boyd and Gonzalez",Lindseyfurt,Amex,0
80,4003,2767.42,2024-01-01 01:19:00,Online,Sims-Jones,East Kathryn,MasterCard,0
81,2478,3245.37,2024-01-01 01:20:00,ATM Withdrawal,Perkins and Sons,Spencerville,Visa,0
82,4499,1954.03,2024-01-01 01:21:00,POS,Young-Cunningham,vincentview,MasterCard,0
83,3556,2495.23,2024-01-01 01:22:00,ATM Withdrawal,Peterson-Malone,West Elizabethton,Discover,0
84,1775,4378.89,2024-01-01 01:23:00,ATM Withdrawal,Schneider-Butler,Jamesview,Discover,0
85,1034,547.27,2024-01-01 01:24:00,POS,Carter-Mills,New John,Amex,0
86,3253,3959.71,2024-01-01 01:25:00,Online,"Fernandez, Hester and Hays",Shawnshire,Discover,0
87,4152,857.92,2024-01-01 01:26:00,Online,"Wyatt, Turner and Farrell",Williamville,MasterCard,0
88,2955,188.36,2024-01-01 01:27:00,POS,"Baldwin, Harrell and Quinn",Alanmouth,Discover,0
89,2585,931.95,2024-01-01 01:28:00,POS,"Spencer, Ramos and Murphy",Paulfurt,Visa,0
90,4943,3826.39,2024-01-01 01:29:00,Online,"Woods, Juarez and Gutierrez",East Nicoleside,MasterCard,0
91,4459,2028.6,2024-01-01 01:30:00,POS,Tran PLC,Harrisberg,Discover,0
92,4073,4363.24,2024-01-01 01:31:00,Online,Wood-Williams,Haneyview,,0
