TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
1,4174,2917.18,2024-01-01 00:00:00,POS,"Burns, Patel and Anderson",Port John,Discover,0
2,4507,4545.04,2024-01-01 00:01:00,Online,Hammond PLC,New Alantown,Visa,0
3,1860,4710.25,2024-01-01 00:02:00,POS,Smith-Bernard,Port Scotthaven,MasterCard,0
4,2294,326.27,2024-01-01 00:03:00,Online,"Harris, White and Marks",Torresside,Amex,0
5,2130,2014.84,2024-01-01 00:04:00,Online,"Spencer, Scott and Mckenzie",Port Austin,Discover,0
6,2095,122.18,2024-01-01 00:05:00,POS,"Davidson, Mendoza and Roth",Port Nathanielberg,Visa,0
7,4772,1650.44,2024-01-01 00:06:00,POS,"Hancock, Lawson and Dickerson",Marialand,Visa,0
8,4092,2686.66,2024-01-01 00:07:00,ATM Withdrawal,"Wilson, Henderson and Todd",South Michaelfurt,MasterCard,0
9,2638,4554.42,2024-01-01 00:08:00,Online,Mills-Henry,Devinside,Amex,0
10,3169,4233.54,2024-01-01 00:09:00,Online,"Jarvis, Steele and Shepherd",West Michaelmouth,MasterCard,0
11,1466,641.86,2024-01-01 00:10:00,POS,Williams Ltd,Charlesport,Discover,0
12,2238,469.69,2024-01-01 00:11:00,POS,"Mitchell, Carter and Armstrong",Port Vanessashire,Visa,0
13,1330,2948.39,2024-01-01 00:12:00,Online,Sloan-Spencer,West Donaldbury,Visa,0
14,2482,2662.93,2024-01-01 00:13:00,Online,Peck PLC,Wareview,MasterCard,0
15,3135,1335.56,2024-01-01 00:14:00,POS,"Guerra, Cardenas and Chavez",Katieton,MasterCard,0
16,4444,4497.77,2024-01-01 00:15:00,POS,Blackwell and Sons,Lake Anitastad,MasterCard,0
17,4171,4637.2,2024-01-01 00:16:00,Online,"Campbell, Baker and Cook",Stokeshaven,Amex,0
18,3919,2016.04,2024-01-01 00:17:00,POS,Melendez PLC,New Stephen,Visa,0
19,4735,4452.06,2024-01-01 00:18:00,POS,"Hernandez, Beck and Harris",New Kevinmouth,Amex,0
20,1130,1922.82,2024-01-01 00:19:00,Online,Shepherd LLC,West Shannonberg,Discover,0
21,2685,3685.4,2024-01-01 00:20:00,ATM Withdrawal,Hudson-Wells,Lake Lauraside,Amex,0
22,4380,2382.33,2024-01-01 00:21:00,POS,Mcdowell-Huffman,South Peterstad,MasterCard,0
23,1769,617.3,2024-01-01 00:22:00,ATM Withdrawal,"Ellis, Mcfarland and Cox",Boltonberg,Discover,0
24,3391,4640.03,2024-01-01 00:23:00,POS,Cantrell-Turner,Stephensontown,Discover,0
