TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
1,4174,2917.18,2024-01-01 00:00:00,POS,Thomas-Bautista,East Elizabeth,Discover,0
2,4507,4545.04,2024-01-01 00:01:00,Online,"Perry, Dillon and Powell",East Jennifer,Visa,0
3,1860,4710.25,2024-01-01 00:02:00,POS,"Wall, Douglas and Cortez",South Emilyborough,MasterCard,0
4,2294,326.27,2024-01-01 00:03:00,Online,"Petersen, Henderson and Johnson",West Lisa,Amex,0
5,2130,2014.84,2024-01-01 00:04:00,Online,Myers Inc,East Williamborough,Discover,0
6,2095,122.18,2024-01-01 00:05:00,POS,"Anderson, Ramos and Wade",Zunigashire,Visa,0
7,4772,1650.44,2024-01-01 00:06:00,POS,Walters-Rogers,Lisastad,Visa,0
8,4092,2686.66,2024-01-01 00:07:00,ATM Withdrawal,"Rivera, Cunningham and Hernandez",Johnsonborough,MasterCard,0
9,2638,4554.42,2024-01-01 00:08:00,Online,Buck Inc,Johnsontown,Amex,0
10,3169,4233.54,2024-01-01 00:09:00,Online,Holden-Shepard,Barrettborough,MasterCard,0
11,1466,641.86,2024-01-01 00:10:00,POS,Henderson-Garcia,South Derrickchester,Discover,0
12,2238,469.69,2024-01-01 00:11:00,POS,Harris PLC,Waltersbury,Visa,0
13,1330,2948.39,2024-01-01 00:12:00,Online,"Wong, Hawkins and Trujillo",West Danielle,Visa,0
14,2482,2662.93,2024-01-01 00:13:00,Online,"Mahoney, Atkinson and Martin",West Kevinside,MasterCard,0
15,3135,1335.56,2024-01-01 00:14:00,POS,"Smith, Peck and Foster",New Michelletown,MasterCard,0
16,4444,4497.77,2024-01-01 00:15:00,POS,Wise-Welch,Vaughnton,MasterCard,0
17,4171,4637.2,2024-01-01 00:16:00,Online,Peterson-Baker,Davisfort,Amex,0
18,3919,2016.04,2024-01-01 00:17:00,POS,"Cummings, Nguyen and Stephens",East Russellchester,Visa,0
19,4735,4452.06,2024-01-01 00:18:00,POS,Reyes-Lee,Martineztown,Amex,0
20,1130,1922.82,2024-01-01 00:19:00,Online,"Patrick, Jones and Clark",Kaylaview,Discover,0
21,2685,3685.4,2024-01-01 00:20:00,ATM Withdrawal,Chapman-Wells,New Natalie,Amex,0
22,4380,2382.33,2024-01-01 00:21:00,POS,"Montoya, Christensen and Liu",Port Karen,MasterCard,0
23,1769,617.3,2024-01-01 00:22:00,ATM Withdrawal,Lang Group,Port Todd,Discover,0
24,3391,4640.03,2024-01-01 00:23:00,POS,"Baker, Valencia and Munoz",East Patty,Discover,0
25,2515,2273.21,2024-01-01 00:24:00,ATM Withdrawal,Robinson-Malone,Brittneybury,Amex,0
26,4485,3673.76,2024-01-01 00:25:00,POS,Greer-Sparks,Huffmouth,Amex,0
27,3853,1839.03,2024-01-01 00:26:00,ATM Withdrawal,Matthews-Marshall,Port Brittneytown,MasterCard,1
28,3433,99.31,2024-01-01 00:27:00,ATM Withdrawal,"Walker, Graham and West",East Jacob,MasterCard,0
29,2215,507.15,2024-01-01 00:28:00,POS,Sims Group,South Davidstad,Discover,0
30,1955,2483.62,2024-01-01 00:29:00,ATM Withdrawal,"Anderson, Hamilton and Brown",Port Michelle,MasterCard,0
31,3324,3451.37,2024-01-01 00:30:00,Online,Fernandez Ltd,Johnsonside,Visa,0
32,2184,1677.0,2024-01-01 00:31:00,Online,"Campbell, Salazar and Reid",Travistown,Visa,0
33,1459,3478.96,2024-01-01 00:32:00,Online,,North Jerry,Discover,0
34,4385,3494.68,2024-01-01 00:33:00,ATM Withdrawal,Hall Inc,New Danielfurt,Amex,0
35,1021,3521.16,2024-01-01 00:34:00,POS,"Bishop, Roberts and Le",Marissaburgh,Amex,0
36,3300,2465.15,2024-01-01 00:35:00,ATM Withdrawal,Ramsey Inc,Longshire,Visa,1
37,1747,4574.86,2024-01-01 00:36:00,POS,Martinez and Sons,North Brian,Amex,0
38,3904,2448.54,2024-01-01 00:37:00,ATM Withdrawal,Baker PLC,Lake John,MasterCard,0
